,CANCELAMENTO P/ MUDANCA CURSO,0,0,0,1,1
,CANCELAMENTO P/ SOLICITACAO ALUNO,2,1,6,2,1
,CANCELAMENTO POR ABANDONO,2,6,1,12,0
,GRADUADO,22,20,15,22,0
,Total:,28,27,26,37,2
"51204100 - ENFERMAGEM - D 
(Cuité)",CANCELADO 3 REPROV MESMA DISCIPLINA,1,0,1,4,0
,CANCELADO NOVO INGRESSO MESMO CURSO,1,1,0,0,0
,CANCELADO NOVO INGRESSO OUTRO CURSO,0,0,0,5,0
,CANCELADO REPROVOU TODAS POR FALTAS,3,1,2,1,6
,CANCELAMENTO P/ MUDANCA CURSO,1,0,0,0,2
,CANCELAMENTO P/ SOLICITACAO ALUNO,2,0,2,0,1
,CANCELAMENTO POR ABANDONO,2,4,5,7,0
,,2018.1,2018.2,2019.1,2019.2,2020.1
"51204100 - ENFERMAGEM - D 
(Cuité)",GRADUADO,23,26,17,13,0
,Total:,33,32,27,30,9
"71132100 - ENG. DE BIOTECNOLOGIA E BIOPROCESSOS - D 
(Sumé)",CANCELADO 3 REPROV MESMA DISCIPLINA,2,2,1,1,1
,CANCELADO NOVO INGRESSO MESMO CURSO,15,0,5,0,2
,CANCELADO NOVO INGRESSO OUTRO CURSO,3,0,0,0,1
,CANCELADO REPROVOU TODAS POR FALTAS,1,1,3,2,4
,CANCELAMENTO P/ MUDANCA CURSO,2,0,1,1,0
,CANCELAMENTO P/ SOLICITACAO ALUNO,4,2,9,2,8
,CANCELAMENTO POR ABANDONO,2,7,3,3,0
,GRADUADO,5,9,8,8,0
,Total:,34,21,30,17,16
"15121100 - ENGENHARIA AGRÍCOLA - D 
(Campina Grande)",CANCELADO 3 REPROV MESMA DISCIPLINA,3,2,3,2,4
,CANCELADO NOVO INGRESSO MESMO CURSO,21,0,11,0,14
,CANCELADO NOVO INGRESSO OUTRO CURSO,2,7,2,2,0
,CANCELADO REPROVOU TODAS POR FALTAS,6,4,6,7,1
,CANCELAMENTO DE MATRICULA ,1,0,0,0,2
,CANCELAMENTO P/ MUDANCA CURSO,0,0,1,0,0
,CANCELAMENTO P/ SOLICITACAO ALUNO,7,7,6,2,2
,CANCELAMENTO POR ABANDONO,4,5,6,7,0
,GRADUADO,5,4,8,5,0
,Total:,49,29,43,25,23
"91130100 - ENGENHARIA AMBIENTAL - D 
(Pombal)",CANCELADO 3 REPROV MESMA DISCIPLINA,4,4,7,3,5
,CANCELADO NOVO INGRESSO MESMO CURSO,4,0,7,5,6
,CANCELADO NOVO INGRESSO OUTRO CURSO,2,9,0,3,3
,CANCELADO REPROVOU TODAS POR FALTAS,3,6,4,3,3
,CANCELAMENTO P/ MUDANCA CURSO,1,0,1,3,3
,,2018.1,2018.2,2019.1,2019.2,2020.1
"91130100 - ENGENHARIA AMBIENTAL - D 
(Pombal)",CANCELAMENTO P/ SOLICITACAO ALUNO,10,9,18,15,4
,CANCELAMENTO POR ABANDONO,13,3,7,7,0
,GRADUADO,15,28,15,11,0
,Total:,52,59,59,50,24
"15122100 - ENGENHARIA CIVIL - D 
(Campina Grande)",CANCELADO 3 REPROV MESMA DISCIPLINA,4,3,4,9,9
,CANCELADO NOVO INGRESSO MESMO CURSO,4,5,5,5,6
,CANCELADO NOVO INGRESSO OUTRO CURSO,0,4,2,6,3
,CANCELADO REPROVOU TODAS POR FALTAS,6,4,8,5,5
,CANCELAMENTO DE MATRICULA ,0,0,2,1,3
,CANCELAMENTO P/ MUDANCA CURSO,0,0,0,3,1
,CANCELAMENTO P/ SOLICITACAO ALUNO,6,8,11,5,1
,CANCELAMENTO POR ABANDONO,11,10,5,10,0
,CONCLUIDO - NAO COLOU GRAU,0,0,1,1,0
,GRADUADO,41,55,52,40,0
,Total:,72,89,90,85,28
"91122100 - ENGENHARIA CIVIL - D 
(Pombal)",CANCELADO 3 REPROV MESMA DISCIPLINA,0,5,4,4,5
,CANCELADO NOVO INGRESSO MESMO CURSO,0,5,4,9,3
,CANCELADO NOVO INGRESSO OUTRO CURSO,0,0,0,1,0
,CANCELADO REPROVOU TODAS POR FALTAS,0,7,4,3,4
,CANCELAMENTO P/ MUDANCA CURSO,0,0,0,1,0
,CANCELAMENTO P/ SOLICITACAO ALUNO,3,1,4,5,6
,CANCELAMENTO POR ABANDONO,3,4,5,3,0
,GRADUADO,0,0,23,15,1
,Total:,6,22,44,41,19
"15125100 - ENGENHARIA DE ALIMENTOS - D 
(Campina Grande)",CANCELADO 3 REPROV MESMA DISCIPLINA,4,2,0,2,5
,CANCELADO NOVO INGRESSO MESMO CURSO,13,0,14,0,11
,,2018.1,2018.2,2019.1,2019.2,2020.1
"15125100 - ENGENHARIA DE ALIMENTOS - D 
(Campina Grande)",CANCELADO NOVO INGRESSO OUTRO CURSO,2,5,0,4,1
,CANCELADO REPROVOU TODAS POR FALTAS,3,4,6,5,7
,CANCELAMENTO P/ MUDANCA CURSO,0,0,1,0,0
,CANCELAMENTO P/ SOLICITACAO ALUNO,7,1,12,4,4
,CANCELAMENTO POR ABANDONO,2,1,4,4,0
,CONCLUIDO - NAO COLOU GRAU,0,0,0,1,0
,GRADUADO,13,3,4,5,0
,Total:,44,16,41,25,28
"91125100 - ENGENHARIA DE ALIMENTOS - D 
(Pombal)",CANCELADO 3 REPROV MESMA DISCIPLINA,2,3,4,2,5
,CANCELADO NOVO INGRESSO MESMO CURSO,5,5,5,17,7
,CANCELADO NOVO INGRESSO OUTRO CURSO,0,2,0,2,1
,CANCELADO REPROVOU TODAS POR FALTAS,0,0,1,2,5
,CANCELAMENTO DE MATRICULA ,1,0,0,0,0
,CANCELAMENTO P/ MUDANCA CURSO,0,0,1,1,0
,CANCELAMENTO P/ SOLICITACAO ALUNO,13,8,20,14,8
,CANCELAMENTO POR ABANDONO,11,3,11,7,0
,GRADUADO,12,14,14,3,0
,Total:,44,35,56,48,26
"71131100 - ENGENHARIA DE BIOSSISTEMAS - D 
(Sumé)",CANCELADO 3 REPROV MESMA DISCIPLINA,1,2,4,1,4
,CANCELADO NOVO INGRESSO MESMO CURSO,5,0,2,0,3
,CANCELADO NOVO INGRESSO OUTRO CURSO,5,1,2,2,2
,CANCELADO REPROVOU TODAS POR FALTAS,4,1,0,5,5
,CANCELAMENTO P/ MUDANCA CURSO,2,1,1,0,0
,CANCELAMENTO P/ SOLICITACAO ALUNO,4,2,13,1,2
,CANCELAMENTO POR ABANDONO,3,6,2,2,0
,CONCLUIDO - NAO COLOU GRAU,0,1,0,0,0
,,2018.1,2018.2,2019.1,2019.2,2020.1
"71131100 - ENGENHARIA DE BIOSSISTEMAS - D 
(Sumé)",GRADUADO,3,13,3,7,0
,Total:,27,27,27,18,16
"11126100 - ENGENHARIA DE MATERIAIS - D 
(Campina Grande)",CANCELADO 3 REPROV MESMA DISCIPLINA,8,3,1,3,6
,CANCELADO NOVO INGRESSO MESMO CURSO,14,0,2,0,11
,CANCELADO NOVO INGRESSO OUTRO CURSO,2,15,0,17,1
,CANCELADO REPROVOU TODAS POR FALTAS,5,2,7,5,2
,CANCELAMENTO DE MATRICULA ,0,0,1,0,0
,CANCELAMENTO P/ SOLICITACAO ALUNO,5,2,12,1,7
,CANCELAMENTO POR ABANDONO,4,7,7,6,0
,CONCLUIDO - NAO COLOU GRAU,0,0,0,1,0
,GRADUADO,10,16,8,6,0
,Total:,48,45,38,39,27
"15127100 - ENGENHARIA DE MINAS - D 
(Campina Grande)",CANCELADO 3 REPROV MESMA DISCIPLINA,6,1,3,2,5
,CANCELADO NOVO INGRESSO MESMO CURSO,5,0,6,0,6
,CANCELADO NOVO INGRESSO OUTRO CURSO,2,6,0,4,2
,CANCELADO REPROVOU TODAS POR FALTAS,2,8,2,5,5
,CANCELAMENTO DE MATRICULA ,1,1,1,0,0
,CANCELAMENTO P/ MUDANCA CURSO,0,0,0,0,1
,CANCELAMENTO P/ SOLICITACAO ALUNO,5,3,11,6,3
,CANCELAMENTO POR ABANDONO,3,2,6,3,0
,GRADUADO,10,14,5,6,0
,Total:,34,35,34,26,22
"11135100 - ENGENHARIA DE PETRÓLEO - D 
(Campina Grande)",CANCELADO 3 REPROV MESMA DISCIPLINA,4,4,0,7,0
,CANCELADO NOVO INGRESSO MESMO CURSO,7,0,7,0,2
,CANCELADO NOVO INGRESSO OUTRO CURSO,2,9,3,13,0
,CANCELADO REPROVOU TODAS POR FALTAS,5,4,2,7,3
,,2018.1,2018.2,2019.1,2019.2,2020.1
"11135100 - ENGENHARIA DE PETRÓLEO - D 
(Campina Grande)",CANCELAMENTO P/ MUDANCA CURSO,1,0,0,1,0
,CANCELAMENTO P/ SOLICITACAO ALUNO,9,0,1,2,1
,CANCELAMENTO POR ABANDONO,4,6,2,6,0
,GRADUADO,13,19,7,10,0
,Total:,45,42,22,46,6
"11133100 - ENGENHARIA DE PRODUÇÃO - D 
(Campina Grande)",CANCELADO 3 REPROV MESMA DISCIPLINA,2,3,1,4,5
,CANCELADO NOVO INGRESSO MESMO CURSO,4,0,2,0,1
,CANCELADO NOVO INGRESSO OUTRO CURSO,3,2,0,2,0
,CANCELADO REPROVOU TODAS POR FALTAS,1,6,0,2,4
,CANCELAMENTO DE MATRICULA ,0,0,0,0,1
,CANCELAMENTO P/ MUDANCA CURSO,0,0,0,0,1
,CANCELAMENTO P/ SOLICITACAO ALUNO,6,2,6,0,0
,CANCELAMENTO POR ABANDONO,1,2,2,3,0
,GRADUADO,19,13,6,7,0
,Total:,36,28,17,18,12
"71133100 - ENGENHARIA DE PRODUÇÃO - D 
(Sumé)",CANCELADO 3 REPROV MESMA DISCIPLINA,3,1,2,1,2
,CANCELADO NOVO INGRESSO MESMO CURSO,9,0,1,0,4
,CANCELADO NOVO INGRESSO OUTRO CURSO,0,2,1,1,0
,CANCELADO REPROVOU TODAS POR FALTAS,1,2,2,1,2
,CANCELAMENTO P/ MUDANCA CURSO,2,0,2,0,2
,CANCELAMENTO P/ SOLICITACAO ALUNO,1,0,2,5,2
,CANCELAMENTO POR ABANDONO,1,8,3,9,0
,GRADUADO,6,30,8,22,0
,GRADUADO - DECISAO JUDICIAL,0,0,2,0,0
,Total:,23,43,23,39,12
